index,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],ch_name,Condition,Significant,P_fdr,SIG
ch_name[S7_D19 hbo]:Condition[V],6.094040014370522e-08,8.546280684303891e-08,0.7130634061156971,0.47580652242446264,-1.0656362328635436e-07,2.2844442357376482e-07,S7_D19 hbo,V,False,0.9165904054314674,False
ch_name[S8_D16 hbo]:Condition[V],-4.029492689222723e-08,8.54628068430389e-08,-0.4714907967653455,0.6372902902980488,-2.077989503222868e-07,1.2720909653783232e-07,S8_D16 hbo,V,False,0.9628539900786605,False
ch_name[S8_D17 hbo]:Condition[V],1.4543908872914634e-08,8.54628068430389e-08,0.170178226180027,0.8648699749282343,-1.5296011455714493e-07,1.820479323029742e-07,S8_D17 hbo,V,False,0.9961529137320693,False
ch_name[S8_D18 hbo]:Condition[V],8.41038072578782e-08,8.546280684303891e-08,0.9840983506701734,0.32506715780554707,-8.340021617218139e-08,2.516078306879378e-07,S8_D18 hbo,V,False,0.9165904054314674,False
ch_name[S8_D20 hbo]:Condition[V],-5.546486440686021e-08,8.546280684303891e-08,-0.648994181863545,0.5163421368442416,-2.229688878369198e-07,1.1203915902319937e-07,S8_D20 hbo,V,False,0.9314407174445142,False
ch_name[S9_D17 hbo]:Condition[V],-1.6369623209698487e-08,8.54628068430389e-08,-0.1915409031646124,0.8481018376255516,-1.8387364663975804e-07,1.5113440022036108e-07,S9_D17 hbo,V,False,0.9961529137320693,False
ch_name[S9_D19 hbo]:Condition[V],2.994989238540059e-09,8.546280684303887e-08,0.03504435846625844,0.9720443696381196,-1.6450903419151944e-07,1.7049901266859957e-07,S9_D19 hbo,V,False,0.9961529137320693,False
ch_name[S9_D20 hbo]:Condition[V],-1.2033981001319109e-07,8.54628068430389e-08,-1.4080956904938464,0.15910273696352073,-2.8784383344325064e-07,4.716421341686847e-08,S9_D20 hbo,V,False,0.7912136108456166,False
ch_name[S9_D21 hbo]:Condition[V],-1.1167986147584296e-07,8.54628068430389e-08,-1.3067656633482017,0.1912923100478502,-2.7918388490590253e-07,5.58241619542166e-08,S9_D21 hbo,V,False,0.8752826851261408,False
ch_name[S10_D18 hbo]:Condition[W],1.9926829052857225e-07,8.546280684303891e-08,2.331637561290827,0.019719766084186657,3.1764267098512666e-08,3.6677231395863184e-07,S10_D18 hbo,W,True,0.42687493641062885,False
